AAF;IFN-alpha activation factor;AAF$CONS;6
dre-miR-430a;;BRARE$NME2_01;6;G041502
dre-miR-430a;;BRARE$PFN2_01;6;G041503
dre-miR-430a;;BRARE$PFN2_02;6;G041503
dre-miR-430a;;BRARE$PHF17_01;6;G041504
dre-miR-430a;;BRARE$PHF17_02;6;G041504
dre-miR-430a;;BRARE$PHF17_03;6;G041504
dre-miR-430a;;BRARE$RAB5C_01;6;G041505
dre-miR-430a;;BRARE$SOD1_01;6;G041506
dre-miR-430a;;BRARE$SOX11A_01;6;G041507
dre-miR-430a;;BRARE$SOX11A_02;6;G041507
dre-miR-430a;;BRARE$TUBA8L_01;6;G041508
dre-miR-430a;;BRARE$TUBA8L_02;6;G041508
dre-miR-430a;;BRARE$TXNRD1_01;6;G041509
dre-miR-430a;;BRARE$TXNRD1_02;6;G041509
dre-miR-430a;;BRARE$ZGC:103420_01;6;G041510
dre-miR-430a;;BRARE$ZGC:103420_02;6;G041510
dre-miR-430a;;BRARE$ZGC:56067_01;6;G041511
dre-miR-430a;;BRARE$ZGC:56112_01;6;G041512
dre-miR-430a;;BRARE$ZGC:56174_01;6;G041513
dre-miR-430a;;BRARE$ZGC:56703_01;6;G041514
dre-miR-430a;;BRARE$ZGC:56703_02;6;G041514
dre-miR-430a;;BRARE$ZGC:56703_03;6;G041514
dre-miR-430a;;BRARE$ZGC:63829_01;6;G041515
dre-miR-430a;;BRARE$ZGC:63829_02;6;G041515
dre-miR-430a;;BRARE$ZGC:73238_01;6;G041516
dre-miR-430a;;BRARE$ZGC:76977_01;6;G041517
dre-miR-430a;;BRARE$ZGC:92308_01;6;G041518
dre-miR-430a;;BRARE$ZGC:92811_01;6;G041519
dre-miR-430a;;BRARE$ZGC:92891_01;6;G041520
hsa-miR-146b-5p;hsa-miR-146b;HS$IRAK1_03;6;G003383
hsa-miR-146b-5p;hsa-miR-146b;HS$IRAK1_04;6;G003383
hsa-miR-146b-5p;hsa-miR-146b;HS$TRAF6_01;6;G003387
hsa-miR-146b-5p;hsa-miR-146b;HS$TRAF6_02;6;G003387
hsa-miR-146b-5p;hsa-miR-146b;HS$TRAF6_04;6;G003387
hsa-miR-202-3p;hsa-mir-202;HS$MYCN_02;6;G004698
cel-lin-4-5p;cel-lin-4;CAEEL$HBL1_09;6;G041526
cel-lin-4-5p;cel-lin-4;CAEEL$HBL1_10;6;G041526
cel-lin-4-5p;cel-lin-4;CAEEL$LIN14_01;6;G041530
cel-lin-4-5p;cel-lin-4;CAEEL$LIN28_01;6;G041531
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$CDC2_03;2;G001157
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$CDC2_04;2;G001157
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$KIT_02;2;G004583
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$KIT_03;2;G004583
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_01;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_02;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_03;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_04;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_05;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_06;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_07;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_08;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_09;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_10;2;G000367
c-Myb-isoform1;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$SFRS2_11;2;G000367
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$ASCL1_01;3;G003960
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$ASCL1_02;3;G003960
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$GAA_01;3;G031990
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$GHR_02;5;G003114
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$PTGDS_02;3;G031565
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$REST_01;3;G009401
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$REST_02;3;G009401
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;HS$REST_03;3;G009401
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;MOUSE$RCOR2_01;3;G040153
HES-1;hair enhancer of split 1,hairy and enhancer of split 1,hairy homolog,hairy-like,HES1,HHL,HL,HRY;RAT$HES1_01;4;G014485
HES-1;hairy and enhancer of split 1 (Drosophila),HRY;HS$MAP2_02;1;G006381
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;DROME$HLHM7_01;1;G045803
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$CTNND2_01;1;G018281
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$CTNND2_02;6;G018281
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$CTNND2_03;6;G018281
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$CTNND2_04;6;G018281
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$CTNND2_05;6;G018281
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$GHR_02;1;G003114
HES-1;hairy and enhancer of split 1 (Drosophila),Hes1,RHL;HS$HES1_05;6;G006195
B-Myb;B-Myb,BMYB,MYBL2;MOUSE$SFTPA1_06;1;G004912
NF-AT2;NF-ATc1,NFAT2,NFATC1;AS$NFAT_07;4
NF-AT2;NF-ATc1,NFAT2,NFATC1;HS$BCL2_12;3;G003555
NF-AT2;NF-ATc1,NFAT2,NFATC1;MOUSE$ACHE_05;1;G001097
NF-AT2;NF-ATc1,NFAT2,NFATC1;MOUSE$ACHE_06;1;G001097
NF-AT2;NF-ATc1,NFAT2,NFATC1;MOUSE$IL2_18;2;G000533
NF-AT2;NF-ATc1,NFAT2,NFATC1;MOUSE$IL2_26;4;G000533
NF-AT2;NF-ATc1,NFAT2,NFATC1;MOUSE$MMP14_04;3;G037615
NF-AT2;NF-ATc1,NFAT2,NFATC1;RAT$ATP2A1_01;3;G090865
NF-AT2;NF-ATc1,NFAT2,NFATC1;RAT$BMHC_10;3;G000711
NF-AT2;NF-ATc1,NFAT2,NFATC1;RAT$BMHC_11;3;G000711
NF-AT2;NF-ATc1,NFAT2,NFATC1;RAT$CCNA2_01;5;G057498
NF-AT2;NF-ATc1,NFAT2,NFATC1;RAT$EDN1_05;3;G091447
NF-AT2:p300;;HS$BCL2_12;3;G003555
MafA;INS,insulin,Pancreatic beta-cell specific transcriptional activator;HS$INS_13;1;G000320
MafA;INS,insulin,Pancreatic beta-cell specific transcriptional activator;HS$INS_19;2;G000320
MafA;INS,insulin,Pancreatic beta-cell specific transcriptional activator;RAT$INS1_25;2;G000760
MafA;INS,insulin,Pancreatic beta-cell specific transcriptional activator;RAT$INS_10;1;G000761
CREM;ICER,inducible cAMP early repressor;HS$CX36_02;3;G009977
CREM;ICER,inducible cAMP early repressor;HS$CYP51A1_02;3;G019051
CREM;ICER,inducible cAMP early repressor;HS$CYP51A1_05;3;G019051
CREM;ICER,inducible cAMP early repressor;HS$INS_21;4;G000320
CREM;ICER,inducible cAMP early repressor;MOUSE$ADORA3_02;3;G044033
CREM;ICER,inducible cAMP early repressor;RAT$DBH_04;3;G001944
CREM;ICER,inducible cAMP early repressor;RAT$GPD2_02;3;G037619
CREM;ICER,inducible cAMP early repressor;RAT$HK2_05;3;G031569
CREM;ICER,inducible cAMP early repressor;RAT$SST_01;4;G000795
SF-1;Ad4BP,Ftz-F1,fushi tarazu factor homolog 1,NR5A1,Steroidogenic factor 1,STF-1;RAT$CYP19A1_02;2;G041881
SF-1;Ad4BP,Ftz-F1,fushi tarazu factor homolog 1,NR5A1,Steroidogenic factor 1,STF-1;RAT$STAR_06;2;G031437
SF-1;Ad4BP,Ftz-F1,fushi tarazu factor homolog 1,NR5A1,Steroidogenic factor 1,STF-1;RAT$STAR_07;2;G031437
SF-1;Ad4BP,Ftz-F1,fushi tarazu factor homolog 1,NR5A1,Steroidogenic factor 1,STF-1;RAT$STAR_08;2;G031437
SF-1;Ad4BP,Ftz-F1,fushi tarazu factor homolog 1,NR5A1,Steroidogenic factor 1,STF-1;RAT$STAR_09;2;G031437
C/EBPalpha:C/EBPbeta;;HS$CPB2_01;3;G019025
C/EBPalpha:C/EBPbeta;;MOUSE$STAR_03;3;G041882
C/EBPbeta:C/EBPalpha;;HS$SULT2A1_06;3;G019498
C/EBPbeta:C/EBPalpha;;MOUSE$ORM2_01;3;G065551
C/EBPbeta:C/EBPalpha;;MOUSE$SFPI1_05;3;G005728
C/EBPbeta:C/EBPalpha;;MOUSE$SFPI1_06;3;G005728
(C/EBPbeta)2;;HS$HPX_02;4;G000297
(C/EBPbeta)2;;MOUSE$NOS2_06;3;G001073
(C/EBPbeta)2;;MOUSE$PTGS2_15;3;G004542
(C/EBPbeta)2;;MOUSE$SFPI1_05;3;G005728
(C/EBPbeta)2;;MOUSE$SFPI1_06;3;G005728
(C/EBPbeta)2;;RAT$PEPCK_06;3;G000782
(C/EBPbeta)2;;RAT$PEPCK_13;3;G000782
(C/EBPbeta)2;;RAT$PEPCK_32;3;G000782
C/EBPalpha:C/EBPalpha;;MOUSE$SFPI1_05;3;G005728
C/EBPalpha:C/EBPalpha;;MOUSE$SFPI1_06;3;G005728
CREB1;cAMP-response element binding protein,CREB,CREB1;AS$CREB1_02;2
CREB1;cAMP-response element binding protein,CREB,CREB1;AS$CREB1_08;2
CREB1;cAMP-response element binding protein,CREB,CREB1;AS$CREB1_10;2
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$CCND1_13;2;G001154
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$CDH1_10;2;G002663
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$CEBPD_02;2;G005929
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$CYP11A1_05;2;G008989
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$CYP11B1_02;2;G010030
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$GH1_18;2;G000282
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$GH1_19;2;G000282
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$PPARGC1A_08;2;G004832
CREB1;cAMP-response element binding protein,CREB,CREB1;HS$SST_01;2;G031553
CREB1;cAMP-response element binding protein,CREB,CREB1;MESAU$HMGCS_01;2;G092668
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$ADIPOQ_11;2;G005735
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$ATP12A_01;2;G043585
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$CYR61_02;2;G000499
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$EGR1_17;2;G000505
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$HMGCS1_02;2;G001198
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$INHA_02;2;G006305
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$MIF_01;3;G037981
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$NGFB_02;2;G000579
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$SST_01;3;G038171
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$STAR_09;2;G041882
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$STAR_11;2;G041882
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$STAR_12;2;G041882
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$SULT4A1_02;2;G066017
CREB1;cAMP-response element binding protein,CREB,CREB1;MOUSE$SULT4A1_03;2;G066017
CREB1;cAMP-response element binding protein,CREB,CREB1;RAT$CYP19A1_01;2;G041881
CREB1;cAMP-response element binding protein,CREB,CREB1;RAT$HMGCS2_04;2;G004786
CREB1;cAMP-response element binding protein,CREB,CREB1;RAT$INHA_06;2;G002352
CREB1;cAMP-response element binding protein,CREB,CREB1;RAT$KCNC1_01;2;G052713
CREB1;cAMP-response element binding protein,CREB,CREB1;RAT$PL_40;2;G000787
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;CHICK$MIM1_04;1;G000066
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HIV1$HIV1_17;1;G000167
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$CCNA1_01;1;G003660
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$MAT2A_03;1;G007151
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRDL_03;2;G000395
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_01;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_02;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_03;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_04;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_05;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HS$TRHR_06;1;G003326
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HT1$HTLV1_21;2;G000431
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HT1$HTLV1_22;2;G000431
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HT1$HTLV1_23;2;G000431
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;HT1$HTLV1_24;2;G000431
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;MOUSE$ELA2A_03;1;G001244
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;MOUSE$RAG2_04;1;G009173
c-Myb;c-Myb,MYB,MYB PROTO-ONCOGENE PROTEIN;SV$SV40_57;1;G000836
topoisomerase II;TOP2,TOPOII;DROME$HSP70AB_01;6;G003039
topoisomerase II;TOP2,TOPOII;DROME$HSP70AB_02;6;G003039
topoisomerase II;TOP2,TOPOII;DROME$HSP70AB_03;6;G003039
topoisomerase II;TOP2,TOPOII;DROME$HSP70AB_04;6;G003039
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_01;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_02;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_03;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_04;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_05;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_06;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_07;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_08;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_09;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_10;2
RREB-1;FINB,LZ321,Ras-responsive element binding protein 1,RREB-1,RREB1,Zep-1;AS$RREB1_11;2
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;AS$GATA6_70;4
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$AURKA_04;3;G018783
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_01;3;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_02;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_03;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_04;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_05;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_06;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_07;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CD8B1_08;4;G001436
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$CYBB_14;3;G000274
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$EPO_11;4;G000254
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$ERVWE1_02;3;G042183
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$FCGR2A_01;3;G013618
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$GNRHR_04;3;G008999
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$IFNG_17;3;G001174
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$IL4_08;3;G001214
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$KLRC1_01;3;G022618
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$MUC1_04;3;G003345
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$TCRA_03;4;G000390
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$TEK_01;2;G004578
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$TGFBR3_01;3;G003174
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$VIP_09;3;G000417
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;HS$VWF_02;3;G037142
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;MOUSE$IL5_06;4;G000535
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;MOUSE$IL5_09;2;G000535
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;MOUSE$TNNI3_05;3;G021537
GATA-3;GATA-binding factor 3,Trans-acting T-cell-specific transcription factor GATA-3;RAT$TH_09;2;G000800
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;HS$CD79A_01;4;G005078
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CD53_01;2;G037733
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CD53_02;2;G037733
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CD79A_05;2;G000554
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CD79A_07;4;G000554
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CD79A_08;2;G000554
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CEACAM1_01;2;G031281
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CEACAM1_02;2;G031281
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$CEACAM1_03;2;G031281
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$PAX5_05;3;G006533
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$PAX5_07;3;G006533
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$PAX5_08;4;G006533
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$SP6K_04;5;G092452
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$VPREB1_01;2;G061340
COE1;COE1,early B cell factor,Early B-cell Factor,Ebf,Ebf1,O/E-1,OE-1,Olf-1,Olf-1/EBF-like,Olf1;MOUSE$VPREB1_02;2;G061340
ZNF174;AW-1,zinc finger protein 174,ZSCAN8;HS$PDGFB_02;2;G000360
hsa-miR-7-5p;hsa-miR-7;HS$BCL2_41;6;G003555
hsa-miR-7-5p;hsa-miR-7;HS$EGFR_30;6;G000251
hsa-miR-7-5p;hsa-miR-7;HS$EGFR_31;2;G000251
hsa-miR-7-5p;hsa-miR-7;HS$EGFR_32;6;G000251
hsa-miR-7-5p;hsa-miR-7;HS$EGFR_44;6;G000251
hsa-miR-7-5p;hsa-miR-7;HS$EGFR_45;6;G000251
hsa-miR-7-5p;hsa-miR-7;HS$IGF1R_02;6;G003123
hsa-miR-7-5p;hsa-miR-7;HS$IGF1R_03;6;G003123
hsa-miR-7-5p;hsa-miR-7;HS$IGF1R_04;6;G003123
hsa-miR-7-5p;hsa-miR-7;HS$IRS2_05;6;G006316
hsa-miR-7-5p;hsa-miR-7;HS$IRS2_06;6;G006316
hsa-miR-7-5p;hsa-miR-7;HS$KLF4_01;6;G004519
hsa-miR-7-5p;hsa-miR-7;HS$KLF4_02;6;G004519
hsa-miR-7-5p;hsa-miR-7;HS$PAK1_01;6;G003417
hsa-miR-19b-3p;hsa-miR-19b;HS$ESR1_26;6;G003925
hsa-miR-19b-3p;hsa-miR-19b;HS$PTEN_01;6;G005149
hsa-miR-19b-3p;hsa-miR-19b;HS$PTEN_02;6;G005149
hsa-miR-19b-3p;hsa-miR-19b;HS$PTEN_03;6;G005149
hsa-miR-19b-3p;hsa-miR-19b;HS$SOCS1_06;6;G001503
HOXB6-isoform1;homeo box B6,Hox-2.2,HOX2B,Hu2;AS$HOXB_01;2
Hey2;basic helix-loop-helix factor 1,CHF1,gridlock,hairy and enhancer of split related-2,hairy-related transcription factor 2,HERP1,Hes-related repressor protein 1,HRT2;AS$HEY2_01;2
Hey2;basic helix-loop-helix factor 1,CHF1,gridlock,hairy and enhancer of split related-2,hairy-related transcription factor 2,HERP1,Hes-related repressor protein 1,HRT2;HS$VEGFA_01;2;G002597
HNF-3alpha;FOXA1,Hepatocyte Nuclear Factor 3 alpha,HNF3A;MOUSE$ALBU_25;2;G000464
HNF-3alpha;FOXA1,Hepatocyte Nuclear Factor 3 alpha,HNF3A;MOUSE$ALBU_26;2;G000464
HNF-3alpha;FOXA1,Hepatocyte Nuclear Factor 3 alpha,HNF3A;MOUSE$VTN_02;1;G036903
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;HS$ALDC_05;2;G001111
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;HS$DDC_02;2;G013674
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;HS$IGFBP1_02;2;G000310
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$CRH_02;2;G009940
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$PDX1_01;2;G002300
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$VTN_01;1;G036903
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$VTN_02;1;G036903
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$WNT7B_05;2;G004977
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$WNT7B_06;1;G004977
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$WNT7B_07;2;G004977
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;MOUSE$WNT7B_10;2;G004977
HNF-3beta;forkhead box A2,Foxa2,HNF-3B,HNF3,HNF3B,HNF3beta,Tcf-3b,Tcf3b;RAT$PEPCK_19;2;G000782
meis1;myeloid ecotropic viral integration site 1;HS$PF4_01;2;G003461
meis1;myeloid ecotropic viral integration site 1;RAT$PF4_02;2;G000783
foxc1;FKHL7,FREAC3;AS$FOXC1_01;2
foxc1;FKHL7,FREAC3;AS$FOXC1_02;2
foxc1;FKHL7,FREAC3;AS$FOXC1_03;2
foxc1;FKHL7,FREAC3;AS$FOXC1_04;2
foxc1;FKHL7,FREAC3;AS$FOXC1_05;2
foxc1;FKHL7,FREAC3;AS$FOXC1_06;2
foxc1;FKHL7,FREAC3;AS$FOXC1_07;2
foxc1;FKHL7,FREAC3;AS$FOXC1_08;2
